곡 명, 아티스트, 작곡가, 작사가, 편곡자, 스트리밍 수, 좋아요 수, 발매시점, 기획사, 발매사, 장르, 재생시간
GENTLEMAN, 싸이 (Psy), 싸이 (Psy) & 유건형, 싸이 (Psy), 유건형, 6651512, 4942, 2013.04.12, (주)YG엔터테인먼트, YG PLUS, 가요 / 댄스, 03:14
삐딱하게 (Crooked), G-DRAGON, G-DRAGON & TEDDY, TEDDY & G-DRAGON, TEDDY, 18352382, 16333, 2013.09.05, (주)YG엔터테인먼트, YG PLUS, 가요 / 랩/힙합, 03:45
I GOT A BOY, 소녀시대 (GIRLS' GENERATION), 유영진, 유영진, 유영진 & Will Simms & Anne Judith Stokke Wik & Sarah Lundback, 7105066, 6702, 2013.01.01, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 04:31
My Love, 이승철, 전해성, 전해성, 전해성, 15326465, 11791, 2013.06.18, Stone Music Entertainment &  진앤원뮤직웍스 &  백엔터테인먼트, 지니뮤직 &  Stone Music Entertainment, 가요 / 전체, 03:24
있다 없으니까 (Gone Not Around Any Longer), 씨스타19, 용감한형제 & 코끼리왕국, 용감한형제 & 코끼리왕국, 용감한형제 & 코끼리왕국, 5215929, 4307, 2013.01.31, 스타쉽 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:31
눈물샤워 (Feat. 에일리), 배치기, 탁 (배치기) & 무웅, , 랍티미스트 (Loptimist), 12643698, 9653, 2013.01.14, YMC엔터테인먼트㈜, NHN벅스, 가요 / 랩/힙합, 03:54
Touch Love, 윤미래, 오준성, 오준성 & 은종태, 오준성 & 김희원, 13071029, 11690, 2013.08.28, 본 팩토리 &  카카오엔터테인먼트, 카카오엔터테인먼트, OST / 드라마, 04:04
봄봄봄, 로이킴, 로이킴 & 배영경, 로이킴, 김성윤 & 정지찬, 12649929, 12174, 2013.04.22, Stone Music Entertainment, 지니뮤직, 가요 / 전체, 03:27
모노드라마 (with 유승우), 허각, BXN, , BXN, 13749001, 11035, 2013.02.05, 에이큐브 엔터테인먼트, 카카오엔터테인먼트, 가요 / 전체, 03:49
U & I, 에일리 (Ailee), 신사동호랭이 & Kupa, 신사동호랭이 & Kupa, 신사동호랭이, 13698943, 9166, 2013.07.12, YMC엔터테인먼트㈜, 카카오엔터테인먼트, 가요 / R&B/소울, 03:15
거북이, 다비치, 이단옆차기, 이단옆차기, , 16914348, 13079, 2013.03.04, Beyond Music, Dreamus, 가요 / 발라드, 03:44
Give It To Me, 씨스타 (Sistar), 이단옆차기, 이단옆차기, Dokkun (김도훈) & 서재우, 10084096, 5295, 2013.06.11, 스타쉽 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:21
오늘 밤 (Feat. 배치기), 린 (LYn), 이단옆차기 & 린 (LYn) & 배치기, , 이단옆차기 & 린 (LYn), 5183774, 3853, 2013.04.26, (주)뮤직앤뉴, 뮤직앤뉴, 가요 / R&B/소울, 04:00
NoNoNo, Apink (에이핑크), 신사동호랭이 & Kupa, 신사동호랭이 & Kupa, 신사동호랭이, 13999144, 9898, 2013.07.05, 에이큐브 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:40
Dream Girl, SHINee (샤이니), Hyuk Shin (153/Joombas) & DK & Jordan Kyle & Dave Cook, 전간디, Hyuk Shin (153/Joombas) & Jordan Kyle, 4756184, 5962, 2013.02.19, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:00
미스코리아, 이효리, 이효리, 이효리, 이상순, 2628286, 3018, 2013.05.21, Stone Music Entertainment, 지니뮤직, 가요 / 댄스, 03:56
Love Blossom (러브블러썸), 케이윌 (K.Will), Dokkun (김도훈) & 이상호 (RBW), 김이나 & 민연재, Dokkun (김도훈) & 이상호 (RBW), 21723776, 17117, 2013.04.04, 스타쉽 엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:36
BAAAM (Feat. Muzie of UV), 다이나믹 듀오, 개코 & 최자, , 개코, 12187130, 7771, 2013.07.01, 아메바컬쳐, 지니뮤직 &  Stone Music Entertainment, 가요 / 랩/힙합, 03:41
나쁜 기집애, CL, TEDDY, TEDDY & CL, TEDDY, 1974888, 1734, 2013.05.28, (주)YG엔터테인먼트, YG PLUS, 가요 / 랩/힙합, 03:43
눈물 (Feat. 유진 Of 더 씨야), 리쌍 (Leessang), 이단옆차기, , 이단옆차기, 16071873, 12628, 2013.01.25, 더블킥엔터테인먼트, 카카오엔터테인먼트, 가요 / 랩/힙합, 04:16
짧은머리, 허각 & 정은지, , 이단옆차기, , 12739870, 9138, 2013.05.31, 에이큐브 엔터테인먼트, 카카오엔터테인먼트, 가요 / 전체, 03:40
Rose, 이하이, TEDDY, TEDDY, , 10429665, 11630, 2013.03.28, (주)YG엔터테인먼트, YG PLUS, 가요 / R&B/소울, 03:42
첫 사랑니 (Rum Pum Pum Pum), f(x), , , , 8643096, 7933, 2013.07.29, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:18
Falling In Love, 2NE1, , , , 3857387, 3146, 2013.07.08, (주)YG엔터테인먼트, YG PLUS, 가요 / 전체, 03:47
잘 있나요, The One (더원), , , , 5313300, 4225, 2013.05.20, 다해이엔티, ㈜다날엔터테인먼트, OST / 드라마, 03:50
갖고놀래 (Feat. 다이나믹 듀오), 범키, 이단옆차기, , , 14461732, 11690, 2013.08.16, 브랜뉴뮤직 (Brand New Music), 카카오엔터테인먼트, 가요 / R&B/소울, 03:39
분홍신, 아이유 (IU), 이민수, 김이나, , 17067698, 13575, 2013.10.08, 카카오엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 04:14
사랑이 제일 낫더라 (With 남궁송옥 & 개코 of Dynamic Duo), 박진영, , 박진영, , 2247997, 1988, 2013.09.09, (주)JYP엔터테인먼트, Dreamus, 가요 / 댄스, 03:11
어때 (Feat. 하림), 긱스 (Geeks), Dokkun (김도훈), , , 8040402, 7251, 2013.04.03, GRDL &  ㈜하우엔터테인먼트, 카카오엔터테인먼트, 가요 / 랩/힙합, 03:46
Everybody, SHINee (샤이니), Thomas Troelsen & Coach & Sendo, 조윤경, Coach & Sendo, 3246896, 4468, 2013.10.14, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 04:09
이름이 뭐예요?, 4minute (포미닛), 용감한형제 & 코끼리왕국, 용감한형제, , 5738936, 3369, 2013.04.26, 큐브 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:07
기대해, 걸스데이 (Girl's Day), , , , 6923906, 4806, 2013.03.14, ㈜인터파크, ㈜인터파크, 가요 / 댄스, 03:15
눈꽃, 거미 (Gummy), 김세진 & PJ, 최갑원, PJ, 8459366, 6598, 2013.02.27, 골든썸홀딩스, 카카오엔터테인먼트, OST / 드라마, 03:28
왜 이제야 왔니, 정엽, , , , 4719506, 5174, 2013.06.17, ㈜SBS콘텐츠허브 (㈜에스비에스콘텐츠허브), 주식회사 블렌딩, OST / 드라마, 03:56
하지 못한 말, 노을, , , , 14406563, 11971, 2012.11.06, 아이티엠엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 04:18
녹는 중 (Feat. 버벌진트), 다비치, 버벌진트 (Verbal Jint), , 버벌진트 (Verbal Jint), 8234708, 6393, 2013.04.01, Beyond Music, Dreamus, 가요 / 발라드, 03:46
시작이 좋아 (Feat. 강민희 Of 미스에스), 버벌진트 (Verbal Jint), , , , 5731674, 5308, 2013.01.07, 브랜뉴뮤직 (Brand New Music), NHN벅스, 가요 / 랩/힙합, 03:35
Goodbye To Romance, 써니힐 (SunnyHill), 이민수, 김이나, 이민수, 8364758, 10800, 2012.12.14, 카카오엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 04:19
카페인 (Feat. 용준형), 양요섭, , , , 7078701, 8173, 2012.11.26, 큐브 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:35
I'm Sorry, CNBLUE (씨엔블루), , , , 2644431, 2619, 2013.01.14, FNC엔터테인먼트, 카카오엔터테인먼트, 가요 / 락, 03:50
그리고 하나, 태연 (TAEYEON), 강타 (KANGTA), 강타 (KANGTA), 강타 (KANGTA), 4695489, 5400, 2013.03.13, 골든썸홀딩스, 카카오엔터테인먼트, OST / 드라마, 04:15
24/7, 2YOON (포미닛 투윤), , 용배 & 이상호 (RBW), , 1024966, 1234, 2013.01.17, 큐브 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:25
그런 너 (Disturbance), 보아 (BoA), 보아 (BoA), 보아 (BoA), 김태성 & 김용신, 2198936, 3103, 2013.01.28, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:17
ONE SHOT, B.A.P, 김기범 & 강지원, 강지원 & 김기범, , 1550824, 1986, 2013.02.12, (주)RBW, (주)래드컴, 가요 / 랩/힙합, 03:56
귀요미송, 하리 (Hari), , , , 889417, 1096, 2013.02.18, Y Tree entertainment, ㈜다날엔터테인먼트, 가요 / 전체, 02:42
싫다, 백지영, 이루마 & 2FACE, 2FACE & 이루마, , 1287871, 1176, 2013.01.03, WS엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:50
돌스 (Dolls), 나인뮤지스, 한재호 & 김승수, 송수윤, , 8176150, 7764, 2013.01.24, 카카오엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:27
오예, 10CM, 10CM, 10CM, 10CM, 636075, 622, 2013.02.04, 매직스트로베리사운드, 포크라노스, 가요 / 인디, 02:48
소풍 (Feat. 윤하), 소지섭, , , , 363270, 434, 2013.01.23, (주)피프티원케이 & Stone Music Entertainment, 지니뮤직 &  Stone Music Entertainment, 가요 / 랩/힙합, 03:46
될 대로 되라고 해 (느낌 So Good), 개코, , 개코, , 2963821, 2758, 2013.02.19, 아메바컬쳐, 지니뮤직 &  Stone Music Entertainment, 가요 / 랩/힙합, 04:02
Oops! (Feat. 정일훈 Of BTOB), 지나, , , , 1418410, 1278, 2013.03.14, 큐브 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:42
너 땜에 못살아 (Feat.버벌진트), 서인국, , , , 2928383, 2834, 2013.02.04, 젤리피쉬 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:36
가수가 된 이유, 신용재 (2F), , 민연재, , 14631774, 10677, 2012.07.27, 에스제이 엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 04:20
뻔한 멜로디 (Feat. Crush), Zion.T, Zion.T & Crush, , Zion.T & Crush & GRAY (그레이), 9583989, 8538, 2013.03.06, 아메바컬쳐, 지니뮤직 &  Stone Music Entertainment, 가요 / 랩/힙합, 03:31
아파도 행복해, 이진성 (먼데이키즈) & 연지 (씨야), , 이진성 (먼데이 키즈/Monday Kiz), , 777278, 578, 2013.03.19, CANENT, Dreamus, 가요 / 발라드, 04:04
꺼져, 형돈이와 대준이, , , , 565908, 622, 2013.02.22, 디아이뮤직, 카카오엔터테인먼트, 가요 / 랩/힙합, 03:24
헤어지던 날, 제아파이브 (ZE:A FIVE), , , , 904896, 1109, 2013.03.25, 스타제국, 카카오엔터테인먼트, 가요 / 댄스, 03:34
Hello (Feat. 버벌진트), 조용필, , , , 2296114, 2048, 2013.04.23, Pil Records, Universal Music, 가요 / 전체, 03:27
Somebody, 15& (박지민 &  백예린), , , , 2704706, 2337, 2013.04.07, (주)JYP엔터테인먼트, Dreamus, 가요 / 댄스, 03:10
Crescendo(크레셴도), AKMU (악뮤), 이찬혁, 이찬혁, 이찬혁, 7001195, 6542, 2013.03.10, ㈜SBS콘텐츠허브 (㈜에스비에스콘텐츠허브), 주식회사 블렌딩, 가요 / 전체, 02:46
강북멋쟁이, 정형돈, 박명수, 정형돈, , 2170516, 2143, 2013.01.05, MBC (문화방송), 지니뮤직, 가요 / 댄스, 03:08
꼭 한번 만나고 싶다, 바이브, , 류재현, , 4027847, 2622, 2013.05.15, (주)뮤직앤뉴, 뮤직앤뉴, 가요 / 발라드, 04:34
Tell Me Tell Me, 레인보우 (Rainbow), Red Rocket, Red Rocket & C-no, , 4846004, 4247, 2013.02.13, DSP 미디어, 카카오엔터테인먼트, 가요 / 댄스, 03:04
첫사랑, 애프터스쿨 (After School), , , , 1758011, 1512, 2013.06.13, 플레디스 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:38
안녕 나야, 포맨 (4MEN), , , , 6652369, 4712, 2013.01.28, 에스제이 엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 04:19
I Love You, AKMU (악뮤), 이찬혁, 이찬혁, 서기 & 신승익, 12100108, 11429, 2013.04.24, ㈜SBS콘텐츠허브 (㈜에스비에스콘텐츠허브), 주식회사 블렌딩, OST / 드라마, 03:05
미친연애 (Bad Girl) (Feat. E-Sens of 슈프림팀), 범키, 프라이머리, , , 11606630, 8405, 2013.06.03, 브랜뉴뮤직 (Brand New Music), 카카오엔터테인먼트, 가요 / R&B/소울, 04:18
어느 봄날, 2am, Dokkun (김도훈), Dokkun (김도훈) & 방시혁 & 김기범, , 2637228, 2658, 2013.03.05, (주)JYP엔터테인먼트 &  빅히트엔터테인먼트, Dreamus, 가요 / 발라드, 03:54
혼자라고 생각말기 (슈퍼스타 K5 송희진 오디션 참가곡), 김보경 (NEON), , 개미, , 1750101, 2341, 2012.12.24, , Sony Music, OST / 드라마, 03:32
YooHoo (유후), 시크릿 (Secret), 김기범 & 강지원, 강지원 & 김기범, , 3090980, 2650, 2013.04.30, (주)RBW, (주)래드컴, 가요 / 댄스, 03:24
둘이서 한잔해, 다비치, 류재현, 류재현, 류재현, 4254615, 2826, 2013.03.18, Beyond Music, Dreamus, 가요 / 발라드, 03:42
들었다 놨다 (Love Actually), 써니힐 & 데이브레이크, , , , 6199804, 5595, 2013.04.05, 카카오엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:43
귀여운 남자, JUNIEL, , 이상호 (RBW), , 3106074, 3676, 2013.04.25, Stone Music Entertainment &  FNC엔터테인먼트, 카카오엔터테인먼트, 가요 / 전체, 03:47
Brunch, 가인 & 조형우, , , , 1574585, 1920, 2013.04.08, 카카오엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:13
헬로, 유승우, UK, 유승우, , 1859973, 2374, 2013.05.08, UK뮤직 &  Stone Music Entertainment, 지니뮤직 &  Stone Music Entertainment, 가요 / 전체, 03:17
하.니.뿐., 2PM, 박진영, 박진영 & 택연, , 357661, 426, 2013.06.19, (주)JYP엔터테인먼트, Dreamus, 가요 / 댄스, 04:06
Why So Serious?, SHINee (샤이니), , KENZIE, , 2389096, 3575, 2013.04.26, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:40
This Love, 신화, , Brian Kim, , 2019129, 2909, 2013.05.16, 신화컴퍼니 (SHINHWA COMPANY), 뮤직앤뉴, 가요 / 댄스, 03:38
Number 1, 투개월, 신재평, 신재평, , 2277772, 3494, 2013.05.24, 미스틱스토리, 카카오엔터테인먼트, 가요 / 전체, 03:22
Love Love Love, 로이킴, 로이킴, 로이킴, 정지찬, 5574743, 5641, 2013.06.25, Stone Music Entertainment &  MMO Entertainment, 지니뮤직, 가요 / 전체, 03:37
I Dance (Feat. 유빈 of 원더걸스), 아이비 (Ivy), , 박진영, , 1123040, 801, 2013.06.13, Stone Music Entertainment &  폴라리스 엔터테인먼트, 지니뮤직 &  Stone Music Entertainment, 가요 / 댄스, 03:21
잘 있나요 (Acoustic Ver.), 최진혁, , 오창훈 & 박성호, , 1485780, 1246, 2013.06.18, 다해이엔티, ㈜다날엔터테인먼트, OST / 드라마, 03:35
여자 대통령, 걸스데이 (Girl's Day), , , , 3734915, 2516, 2013.06.24, ㈜인터파크, ㈜인터파크, 가요 / 댄스, 03:33
Babay (Feat. Gaeko), Zion.T, Zion.T & 개코, , Zion.T & 프라이머리, 4911042, 4229, 2013.04.09, 아메바컬쳐, 지니뮤직 &  Stone Music Entertainment, 가요 / 랩/힙합, 04:06
Man In Love (남자가 사랑할때), 인피니트 (Infinite), 한재호 & 김승수, 송수윤, , 5796403, 8035, 2013.03.21, 울림엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:15
Be OK (Feat. 배치기), 유성은, , , , 10543485, 9301, 2013.07.15, (주)뮤직웍스, 지니뮤직 &  Stone Music Entertainment, 가요 / R&B/소울, 03:11
1440, 허각, , 최규성, , 6715340, 6290, 2013.02.05, 에이큐브 엔터테인먼트, 카카오엔터테인먼트, 가요 / 전체, 03:47
좋아 (JOAH), 박재범, 박재범, 박재범, Cha Cha Malone, 16494482, 17652, 2013.04.10, ㈜아이에이치큐 (iHQ), 지니뮤직 &  Stone Music Entertainment, 가요 / 랩/힙합, 03:48
Shadow (그림자), 비스트 (Beast), 용준형 & FLYT, FLYT & 용준형, , 5155613, 4529, 2013.07.19, 큐브 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:36
웃다 울다, 서인국, , 황세준 & MELODESIGN, , 3005040, 2899, 2013.04.11, 젤리피쉬 엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:14
우리가 헤어진 진짜 이유, 윤하 (YOUNHA), , 김이나, , 7242671, 9774, 2013.05.02, C9 ENTERTAINMENT &  Stone Music Entertainment, 지니뮤직 &  Stone Music Entertainment, 가요 / 발라드, 05:15
라면인건가, AKMU (악뮤), 이찬혁, 이찬혁, , 2838638, 2887, 2013.02.17, ㈜SBS콘텐츠허브 (㈜에스비에스콘텐츠허브), 주식회사 블렌딩, 가요 / 전체, 03:11
나쁜 사람, JUNIEL, TWO FACE & 이상호 (RBW), 한성호, 이상호 (RBW), 4047247, 5115, 2012.11.20, Stone Music Entertainment &  FNC엔터테인먼트, 카카오엔터테인먼트, 가요 / 전체, 03:45
긴 생머리 그녀 (Miss Right), 틴 탑 (Teen Top), 용감한형제 & 코끼리왕국, 용감한형제, , 4956196, 4082, 2013.02.25, ㈜티오피미디어, 카카오엔터테인먼트, 가요 / 댄스, 03:18
만인의 연인 (Feat. 하림), 써니힐 (SunnyHill), , KZ, , 2418474, 2345, 2013.06.19, 카카오엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:48
Thrift Shop (Feat. Wanz), Macklemore & Ryan Lewis, , , , 983756, 2162, 2012.08.01, Macklemore, 워너뮤직, POP / 랩/힙합, 03:56
Harlem Shake, Baauer, , , , 378851, 521, 2013.02.18, Mad Decent, 뮤직카로마, POP / 일렉트로니카, 03:16
Can't Hold Us (Feat. Ray Dalton), Macklemore & Ryan Lewis, , , , 330787, 708, 2013.05.08, ADA US, 워너뮤직, POP / 랩/힙합, 04:19
Mirrors, Justin Timberlake, , , , 38694, 84, 2013.10.14, RCA Records Label, Sony Music, POP / 팝, 08:04
Just Give Me a Reason (Feat. Nate Ruess), P!nk, , , , 86619, 242, 2012.09.17, RCA Records Label, Sony Music, POP / 팝, 04:03
When I Was Your Man, Bruno Mars, , , , 12827016, 14668, 2012.12.07, Atlantic Records, 워너뮤직, POP / 팝, 03:34
Cruise, Florida Georgia Line, , , , 88631, 152, 2012.12.03, , Universal Music, POP / 블루스/포크/컨트리, 03:29
Locked Out Of Heaven, Bruno Mars, , , , 182935, 243, 2012.10.04, Atlantic Recording Corp., 워너뮤직, POP / 팝, 03:54
Ho Hey, The Lumineers, , , , 78339, 165, 2013.10.21, , Universal Music, POP / 락, 02:43
Stay (Album Ver.) (Feat. Mikky Ekko), Rihanna, , , , 111057, 268, 2012.01.01, The Island Def Jam Music Group, Universal Music, POP / 팝, 04:01
Get Lucky (Daft Punk Remix) (Feat. Pharrell Williams & Nile Rodgers), Daft Punk, , , , 117236, 185, 2013.07.04, Daft Life Limited Under Exclusive License To Columbia Records, Sony Music, POP / 팝, 10:33
We Can't Stop, Miley Cyrus, , , , 494238, 1003, 2013.06.07, Sony Music, Sony Music, POP / 팝, 03:53
Wake Me Up (Avicii By Avicii), Avicii, , , , 93785, 158, 2014.03.24, Universal Music Ltd., Universal Music, POP / 일렉트로니카, 07:06
Cups (Pitch Perfect's 'When I'm Gone'), Anna Kendrick, , , , 67506, 126, 2013.03.26, Universal Music Ltd., Universal Music, POP / 팝, 02:07
Holy Grail (Feat. Justin Timberlake), JAY Z, , , , 615150, 840, 2017.07.19, S. Carter Enterprises, Universal Music, POP / 랩/힙합, 05:38
Scream & Shout (Feat. Britney Spears), Will.I.Am, , , , 403456, 718, 2012.11.22, , Universal Music, POP / 팝, 04:44
Clarity (Feat. Foxes), Zedd, , , , 619664, 1462, 2013.10.25, , Universal Music, POP / 일렉트로니카, 04:32
Don't You Worry Child (Feat. John Martin), Swedish House Mafia, , , , 3746, 9, 2012.10.05, Universal Music Ltd., Universal Music, POP / 팝, 06:44
Diamonds (Album Ver.), Rihanna, , , , 27836, 71, 2012.01.01, The Island Def Jam Music Group, Universal Music, POP / 팝, 03:45
I Love It (Feat. Charli XCX), Icona Pop, , , , 318158, 620, 2012.10.22, Atlantic Recording Corp., 워너뮤직, POP / 팝, 02:37
Safe And Sound, Capital Cities, , , , 28292, 62, 2014.03.11, Universal Music Ltd., Universal Music, POP / 락, 03:12
Treasure, Bruno Mars, , , , 23260758, 21383, 2012.12.07, Atlantic Records, 워너뮤직, POP / 팝, 02:59
The Way (Feat. MAC MILLER), Ariana Grande, , , , 265240, 688, 2013.09.02, , Universal Music, POP / 팝, 03:47
Started From The Bottom (Explicit Ver.), Drake, , , , 79730, 112, 2013.02.13, , Universal Music, POP / 랩/힙합, 02:53
Come & Get It, Selena Gomez, , , , 420632, 816, 2013.04.10, , Universal Music, POP / 팝, 03:52
Daylight, Maroon 5, , , , 59322, 93, 2012.06.25, , Universal Music, POP / 락, 03:45
Feel This Moment (Feat. Christina Aguilera), Pitbull, , , , 131061, 235, 2012.11.19, Mr.305 &  Polo Grounds Music &  RCA Records, Sony Music, POP / 팝, 03:50
Applause, Lady GaGa, , , , 780060, 832, 2013.08.14, , Universal Music, POP / 팝, 03:33
One More Night, Maroon 5, , , , 160070, 310, 2012.06.25, , Universal Music, POP / 락, 03:39
Love Me (Feat. Drake & Future), Lil Wayne, , , , 220150, 411, 2013.01.28, , Universal Music, POP / 랩/힙합, 04:15
My Songs Know What You Did In The Dark (Light Em Up), Fall Out Boy, , , , 296444, 618, 2013.04.15, , Universal Music, POP / 락, 03:07
F**Kin' Problems (Feat. Drake & 2 Chainz & Kendrick Lamar), A＄AP Rocky, , , , 753966, 1179, 2012.11.05, , Sony Music, POP / 랩/힙합, 03:57
Beauty And A Beat (Feat. Nicki Minaj) (Album Ver.), Justin Bieber, , , , 38752, 90, 2012.06.18, , Universal Music, POP / 팝, 03:48
Same Love (Feat. Mary Lambert), Macklemore & Ryan Lewis, , , , 165292, 418, 2012.10.09, Macklemore, 워너뮤직, POP / 랩/힙합, 05:20
Sweet Nothing (Feat. Florence Welch), Calvin Harris, , , , 280138, 435, 2012.10.15, Columbia, Sony Music, POP / 팝, 03:34
