곡 명, 아티스트, 작곡가, 작사가, 편곡자, 스트리밍 수, 좋아요 수, 발매시점, 기획사, 발매사, 장르, 재생시간
너였다면, 정승환, 1601, 김미진, 1601, 76810922, 56399, 2016.05.31, Stone Music Entertainment, 지니뮤직, OST / 드라마, 04:33
돌아오지마 (Feat. 용준형 of 비스트), 헤이즈 (Heize), 헤이즈 (Heize) & 용준형, , 헤이즈 (Heize) & 브라더수 (Brothersu), 51969045, 36985, 2016.04.14, Stone Music Entertainment &  Studio blu, 지니뮤직, 가요 / 랩/힙합, 03:37
New Face, 싸이 (Psy), 싸이 (Psy) & 유건형, 싸이 (Psy), 유건형, 32899106, 20481, 2017.05.10, (주)YG엔터테인먼트, YG PLUS, 가요 / 댄스, 03:10
매일 듣는 노래 (A Daily Song), 황치열, Ways (웨이즈), Ways (웨이즈) & 한울, Ways (웨이즈), 43274513, 35504, 2017.06.13, 하우엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 04:19
D (half moon) (Feat. 개코), DEAN, Deanfluenza & 개코, , Deanfluenza & Hyuk Shin (153/Joombas) & Osinachi Nwaneri & 2xxx & Chek Parren, 63244049, 48521, 2016.03.24, 유니버설뮤직 &  줌바스 (Universal Music Ltd. &  Joombas Co Ltd.), Universal Music, 가요 / R&B/소울, 03:49
무제(無題) (Untitled 2014), G-DRAGON, G-DRAGON & CHOICE37, G-DRAGON, CHOICE37 & 선우정아, 43448123, 47137, 2017.06.08, (주)YG엔터테인먼트, YG PLUS, 가요 / R&B/소울, 03:43
Why Don't You Know (Feat. 넉살), 청하, 넉살 (Nucksal) & 임수호 & C-no & 웅킴, , 임수호 & C-no & 웅킴, 44078954, 33596, 2017.06.07, MNH Entertainment, 지니뮤직 &  Stone Music Entertainment, 가요 / 댄스, 03:18
이 소설의 끝을 다시 써보려 해, 한동근, 제피 (Xepy) & 마스터키, 제피 (Xepy), 마스터키, 60190714, 45236, 2014.09.30, 플레디스 엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 04:22
Decalcomanie (데칼코마니), 마마무(Mamamoo), Dokkun (김도훈), Dokkun (김도훈) & 솔라 (마마무) & 문별 (마마무) & 화사 (Hwa Sa), MGR & Dokkun (김도훈) & 박우상, 48454170, 32650, 2016.11.07, ㈜RBW &  Stone Music Entertainment, 지니뮤직 &  Stone Music Entertainment, 가요 / 댄스, 03:36
심술, 볼빨간사춘기, 안지영, 안지영, 바닐라맨 (바닐라 어쿠스틱), 36652021, 23957, 2016.08.29, 쇼파르뮤직, NHN벅스, 가요 / 인디, 02:38
그대라는 사치, 한동근, 제피 (Xepy) & 마스터키 & SAFARI M, 라이머 (Rhymer) & Cien & 제피 (Xepy), 마스터키 & SAFARI M, 52144643, 41419, 2016.08.24, 플레디스 엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 04:57
우리집을 못 찾겠군요 (Feat. 볼빨간사춘기), 매드 클라운 (Mad Clown), 매드 클라운 (Mad Clown), , 매드 클라운 (Mad Clown) & Ye-Yo! (예요), 30937060, 25340, 2017.02.03, (주)스타쉽 엑스, 카카오엔터테인먼트, 가요 / 랩/힙합, 03:36
오빠야, 신현희와김루트, 신현희 (신현희와김루트), 신현희 (신현희와김루트), 서정일, 26226691, 27632, 2015.02.26, 디 오션 뮤직 (D Ocean Music), 미러볼뮤직, 가요 / 인디, 03:37
썸 탈꺼야, 볼빨간사춘기, 안지영 & 바닐라맨 (바닐라 어쿠스틱), 안지영, 바닐라맨 (바닐라 어쿠스틱), 57571030, 39775, 2017.09.28, 쇼파르뮤직, NHN벅스, 가요 / 인디, 03:01
All Of My Life, 박원, 박원, 박원, 권영찬, 67452378, 54127, 2017.07.27, (주)메이크어스엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 04:09
널 사랑하지 않아, 어반자카파, 권순일 (어반자카파), 권순일 (어반자카파), 권순일 (어반자카파) & 황준익, 64103589, 44793, 2016.05.27, (주)메이크어스엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 04:15
이쁘다니까, 에디킴, 김원 & 이창민, 김원 & 이창민, 김원, 27946720, 22485, 2016.12.24, Stone Music Entertainment &  화앤담픽쳐스, 지니뮤직 &  Stone Music Entertainment, OST / 드라마, 03:15
Fine, 태연 (TAEYEON), Michael Woods & Kevin White & Andrew Bazzi & Shaylen Carroll & MZMC, 진리 (Full8loom), Rice n' Peas, 39309928, 45493, 2017.02.28, SM ENTERTAINMENT, Dreamus, 가요 / 발라드, 03:29
어디에도, 엠씨더맥스 (M.C the MAX), 이수 (엠씨더맥스) & 김재현 & 송양하, 송양하 & 이수 (엠씨더맥스), 김재현 & 송양하, 77531049, 47811, 2016.01.28, (주)뮤직앤뉴, 뮤직앤뉴, 가요 / 발라드, 05:31
I LUV IT, 싸이 (Psy), 싸이 (Psy) & 유건형 & 지코 (ZICO) & Poptime, 지코 (ZICO) & 싸이 (Psy), 유건형, 25259929, 16406, 2017.05.10, (주)YG엔터테인먼트, YG PLUS, 가요 / 댄스, 03:09
YESTERDAY, 블락비 (Block B), 박경 & SCORE (13) & Megatone (13), 박경 & 지코 (ZICO), , 29510435, 24416, 2017.02.06, 세븐시즌스, 지니뮤직 &  Stone Music Entertainment, 가요 / 댄스, 02:49
TOMBOY, 혁오 (HYUKOH), 오혁 & 카더가든, 오혁, 혁오 (HYUKOH), 35580079, 40620, 2017.04.24, 두루두루 아티스트 컴퍼니, MO records, 가요 / 락, 04:02
Artist, 지코 (ZICO), 지코 (ZICO) & Poptime, 지코 (ZICO), 지코 (ZICO) & Poptime, 35743074, 26248, 2017.07.12, 세븐시즌스, 지니뮤직 &  Stone Music Entertainment, 가요 / 랩/힙합, 03:13
You(=I), 볼빨간사춘기, 안지영, 안지영, 바닐라맨 (바닐라 어쿠스틱), 34997612, 24483, 2016.08.29, 쇼파르뮤직, NHN벅스, 가요 / 인디, 02:50
부담이 돼 (Feat. 휘인 of 마마무), 정키(Jung Key), 정키(Jung Key), , 정키(Jung Key), 28458775, 26219, 2017.03.08, 도우즈 레코즈, 카카오엔터테인먼트, 가요 / 발라드, 04:18
소나기, 아이오아이 (I.O.I), WOOZI (SEVENTEEN) & 원영헌 & 동네형 & 야마아트, WOOZI (SEVENTEEN), 원영헌 & 동네형 & 야마아트, 28523402, 34900, 2017.01.18, Stone Music Entertainment, 지니뮤직, 가요 / 발라드, 03:54
러시안 룰렛 (Russian Roulette), Red Velvet (레드벨벳), Albi Albertsson & Markus Lindell & Belle Humble, 조윤경, Albi Albertsson & Belle Humble & Markus Lindell, 53573657, 40913, 2016.09.07, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:31
I Miss You, 소유 (SOYOU), 로코베리, 지훈, 로코 (Rocoberry) & 베리 (Rocoberry), 28723765, 23959, 2016.12.31, Stone Music Entertainment &  화앤담픽쳐스, 지니뮤직 &  Stone Music Entertainment, OST / 드라마, 02:50
나로 말할 것 같으면 (Yes I am), 마마무(Mamamoo), Dokkun (김도훈), Dokkun (김도훈) & 솔라 (마마무) & 문별 (마마무) & 화사 (Hwa Sa), Dokkun (김도훈), 29389605, 22568, 2017.06.22, (주)RBW, (주)래드컴, 가요 / 댄스, 03:32
넘어와 (Feat. 백예린), DEAN, Deanfluenza, , Deanfluenza & highhopes, 27858340, 27538, 2017.02.17, 유니버설뮤직 &  줌바스 (Universal Music Ltd. &  Joombas Co Ltd.), Universal Music, 가요 / R&B/소울, 04:26
에너제틱 (Energetic), Wanna One (워너원), 후이 (펜타곤) & Flow Blow, 후이 (펜타곤) & 우석 (펜타곤), Flow Blow, 73703330, 59961, 2017.08.07, YMC엔터테인먼트 &  Stone Music Entertainment, 지니뮤직, 가요 / 댄스, 03:09
이 지금, 아이유 (IU), 제휘, 아이유 (IU), 제휘, 37769584, 36663, 2017.04.21, 카카오엔터테인먼트 &  ㈜페이브엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 02:56
첫 눈, 정준일, 남혜승 & 박진호, 정준일 & 남혜승 & 박진호, 남혜승 & 박진호, 25965691, 23681, 2017.01.01, Stone Music Entertainment &  화앤담픽쳐스, 지니뮤직 &  Stone Music Entertainment, OST / 드라마, 04:56
가을 아침, 아이유 (IU), 이병우, 이병우, 정성하, 47444484, 52859, 2017.09.22, 카카오엔터테인먼트 &  ㈜페이브엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:39
미치고 싶다, 한동근, 두리 (SFRM) & 1MAD & 마스터키 & 제피 (Xepy), 제피 (Xepy), 마스터키, 23412493, 16797, 2017.05.05, 플레디스 엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:35
저 별, 헤이즈 (Heize), 헤이즈 (Heize) & 다비 (DAVII), 헤이즈 (Heize), 다비 (DAVII), 30242599, 27068, 2016.12.05, Stone Music Entertainment &  Studio blu, 지니뮤직, 가요 / R&B/소울, 03:38
사랑하지 않은 것처럼, 버즈 (Buzz), 민경훈 (버즈) & 윤우현 & 신준기, 신준기 & 윤우현 & 민경훈 (버즈), 버즈 (Buzz), 34463675, 29312, 2017.07.28, 인넥스트트렌드 &  산타뮤직, 지니뮤직 &  Stone Music Entertainment, 가요 / 락, 03:59
당신의 밤 (Feat. 오혁), 황광희 & 개코, 개코 & 황광희, , 개코 & Padi (페디), 21368006, 22438, 2016.12.31, MBC (문화방송), 카카오엔터테인먼트, 가요 / 랩/힙합, 04:37
DINOSAUR, AKMU (악뮤), 이찬혁, 이찬혁, 로빈, 35642735, 37557, 2017.07.20, (주)YG엔터테인먼트, YG PLUS, 가요 / 일렉트로니카, 04:01
NEVER, 국민의 아들, 후이 (펜타곤) & Flow Blow, 후이 (펜타곤) & 우석 (펜타곤) & 던 (DAWN), Flow Blow, 25857021, 28087, 2017.06.03, Stone Music Entertainment, 지니뮤직, 가요 / 댄스, 03:17
노래, Zion.T, Zion.T & KUSH (쿠시), Zion.T, KUSH (쿠시) & 서원진, 21745160, 16639, 2017.02.01, THEBLACKLABEL, YG PLUS, 가요 / R&B/소울, 03:37
나의 사춘기에게, 볼빨간사춘기, 안지영, 안지영, 바닐라맨 (바닐라 어쿠스틱), 68410221, 62921, 2017.09.28, 쇼파르뮤직, NHN벅스, 가요 / 인디, 03:43
N분의 1 (Feat. 다이나믹듀오), 넉살 (Nucksal) & 한해 & 라이노 & 조우찬, 개코 & 넉살 (Nucksal) & 한해 & RYNO (라이노) & 조우찬, , 개코 & Padi (페디), 22626759, 17074, 2017.08.05, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 05:03
11:11, 태연 (TAEYEON), Christian Vinten & Chelcee Grimes, 김이나, Christian Vinten & Chelcee Grimes, 45654918, 49020, 2016.11.01, SM ENTERTAINMENT, Dreamus, 가요 / 발라드, 03:44
CHEER UP, TWICE (트와이스), 블랙아이드필승, Sam Lewis, 라도, 66533593, 47378, 2016.04.25, (주)JYP엔터테인먼트, Dreamus, 가요 / 댄스, 03:29
FIVE, Apink (에이핑크), 신사동호랭이 & BXN, 신사동호랭이 & BXN, 신사동호랭이, 22852630, 16074, 2017.06.26, 플랜에이 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:12
내가 저지른 사랑, 임창정, 임창정 & 멧돼지, 임창정, 임창정 & 멧돼지 & 김채림, 57647539, 42025, 2016.09.06, Beyond Music, Dreamus, 가요 / 발라드, 03:58
얼굴 찌푸리지 말아요, 하이라이트 (Highlight), Good Life, Good Life, Good Life, 22531466, 24403, 2017.03.20, 어라운드 어스, 카카오엔터테인먼트, 가요 / 댄스, 03:17
맞지?, 언니쓰, 김형석 & 이현승, 김이나 & 전소미, 김형석 & 이현승, 18435093, 17377, 2017.05.12, KBS (한국방송공사), 카카오엔터테인먼트, 가요 / 댄스, 03:26
연애소설 (Feat. 아이유), 에픽하이 (EPIK HIGH), 타블로 & 미쓰라, , 타블로 & DJ 투컷, 44711602, 35401, 2017.10.23, (주)YG엔터테인먼트, YG PLUS, 가요 / 랩/힙합, 03:56
Ko Ko Bop, EXO, MZMC & Kaelyn Behr & Tay Jasper & Shaylen Carroll, 첸 (CHEN) & 백현 (BAEKHYUN) & 찬열 (CHANYEOL) & 현지원 & 제이큐 (JQ), Styalz Fuego, 81948750, 89443, 2017.07.18, SM ENTERTAINMENT, Dreamus, 가요 / 전체, 03:10
안아줘, 정준일, 정준일, 정준일, 정준일, 43637356, 41845, 2011.11.23, 엠와이뮤직, 카카오엔터테인먼트, 가요 / 발라드, 04:35
Blue, 볼빨간사춘기, 안지영, 안지영, 바닐라맨 (바닐라 어쿠스틱), 38649071, 27679, 2017.09.28, 쇼파르뮤직, NHN벅스, 가요 / 인디, 03:06
And July (Feat. DEAN & DJ Friz), 헤이즈 (Heize), Deanfluenza & 헤이즈 (Heize), , Deanfluenza & DK & J Bird & Delly Boi & Hyuk Shin (153/Joombas) & Esta, 49850412, 41016, 2016.07.18, Stone Music Entertainment &  Studio blu, 지니뮤직, 가요 / 랩/힙합, 03:46
Who Are You, 샘김 (Sam Kim), , , , 20027496, 19664, 2016.12.25, Stone Music Entertainment &  화앤담픽쳐스, 지니뮤직 &  Stone Music Entertainment, OST / 드라마, 04:16
소원, 어반자카파, 박용인 (어반자카파) & 박주희, 박용인 (어반자카파), 이지훈 & 박경돈, 18615118, 13983, 2017.01.08, Stone Music Entertainment &  화앤담픽쳐스, 지니뮤직 &  Stone Music Entertainment, OST / 드라마, 03:56
아름다워, 창모 (CHANGMO), 창모 (CHANGMO), 창모 (CHANGMO), 창모 (CHANGMO), 41456325, 35973, 2016.07.21, Deoksokids, 주식회사 루미넌트엔터테인먼트, 가요 / 랩/힙합, 03:40
목요일 밤 (Feat. 빈지노), 어반자카파, 조현아 (어반자카파) & 빈지노 (Beenzino), , 조현아 (어반자카파), 40319003, 29643, 2016.08.25, (주)메이크어스엔터테인먼트, 카카오엔터테인먼트, 가요 / R&B/소울, 03:31
숨, 박효신, 박효신 & 정재일, 박효신 & 김이나, 정재일, 43039351, 38484, 2016.10.03, (주)글러브엔터테인먼트 &  젤리피쉬엔터테인먼트㈜, Dreamus, 가요 / 발라드, 04:44
이런 엔딩, 아이유 (IU), 샘김 (Sam Kim), 아이유 (IU), 이종훈, 30369026, 34830, 2017.04.21, 카카오엔터테인먼트 &  ㈜페이브엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 04:09
피 땀 눈물, 방탄소년단, PDOGG & RM & SUGA & j-hope & 방시혁 & Dokkun (김도훈), PDOGG & j-hope & SUGA & RM & 방시혁 & Dokkun (김도훈), , 52524215, 78117, 2016.10.10, BIGHIT MUSIC, YG PLUS, 가요 / 랩/힙합, 03:37
혼자, 어반자카파, 조현아 (어반자카파), 조현아 (어반자카파), 조현아 (어반자카파), 16288761, 13613, 2017.05.19, (주)메이크어스엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:17
요즘것들 (Feat. ZICO & DEAN), 행주 & 양홍원 & Hash Swan & 킬라그램 (KILLAGRAMZ), 지코 (ZICO) & 행주 & Hash Swan & 킬라그램 (KILLAGRAMZ) & 양홍원 & Deanfluenza, , 지코 (ZICO) & Deanfluenza & Poptime, 20383932, 14500, 2017.08.05, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 04:44
그리워하다, 비투비, 임현식 (비투비) & 이든 (EDEN), 임현식 (비투비) & 이든 (EDEN) & 이민혁 (HUTA) & 프니엘 (PENIEL) & 정일훈, 임현식 (비투비) & 이든 (EDEN), 71908369, 55995, 2017.10.16, 큐브 엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:57
기다렸다 가, 다이나믹 듀오 & 첸 (CHEN), 개코 & philtre, 개코 & 최자, philtre, 18525347, 25663, 2017.01.24, 아메바컬쳐 &  카카오엔터테인먼트, 카카오엔터테인먼트, 가요 / 랩/힙합, 03:52
이 바보야, 정승환, 박새별, 유희열, 박새별, 28366932, 22762, 2016.11.29, 안테나, 카카오엔터테인먼트, 가요 / 발라드, 04:00
LAST DANCE, BIGBANG (빅뱅), G-DRAGON & 전용준 & 서원진, G-DRAGON & T.O.P & 태양, 서원진 & 24, 26755700, 28231, 2016.12.13, (주)YG엔터테인먼트, YG PLUS, 가요 / 발라드, 04:40
휘파람, BLACKPINK, TEDDY & FUTURE BOUNCE & Bekuh BOOM, TEDDY & Bekuh BOOM, TEDDY & FUTURE BOUNCE, 43218804, 30518, 2016.08.08, (주)YG엔터테인먼트, YG PLUS, 가요 / 랩/힙합, 03:32
Cold (Feat. Future), Maroon 5, , , , 5155748, 4965, 2017.02.15, Interscope Records, Universal Music, POP / 팝, 03:54
love (Feat. Syd), DEAN, Deanfluenza & Syd & Miso, , Deanfluenza & Syd & Nick Green, 7181279, 10027, 2017.05.19, 유니버설뮤직 &  줌바스 (Universal Music Ltd. &  Joombas Co Ltd.), Universal Music, POP / R&B/소울, 04:18
Too Good At Goodbyes, Sam Smith, , , , 10095083, 10719, 2017.09.09, 2017 Universal Music Operations Limited, Universal Music, POP / 팝, 03:21
Galway Girl, Ed Sheeran, , , , 6489285, 10025, 2017.03.03, Atlantic Records UK, 워너뮤직, POP / 팝, 02:51
Look What You Made Me Do, Taylor Swift, , , , 7179338, 12099, 2017.08.26, Big Machine Label Group &  LLC, Universal Music, POP / 팝, 03:32
Beauty and the Beast, Ariana Grande & John Legend, , , , 5116372, 7765, 2017.03.10, Walt Disney Records, Universal Music, OST / 전체, 03:48
Castle On The Hill, Ed Sheeran, , , , 4621406, 7171, 2017.03.03, Atlantic Records UK, 워너뮤직, POP / 팝, 04:21
Pray, Sam Smith, , , , 4358131, 4128, 2017.10.07, 2017 Universal Music Operations Limited, Universal Music, POP / 팝, 03:42
2U (Feat. Justin Bieber), David Guetta, , , , 3221119, 6063, 2017.06.09, Parlophone France, 워너뮤직, POP / 팝, 03:15
How Far I'll Go, Auli'i Cravalho, , , , 7018203, 12488, 2016.11.18, Walt Disney Records, Universal Music, OST / 전체, 02:44
Cave Me In, Gallant & Tablo & Eric Nam, , , , 1656119, 3902, 2017.01.27, Mind of a Genius &  Warner Bros., 워너뮤직, POP / R&B/소울, 03:34
HUMBLE., Kendrick Lamar, , , , 4572678, 6362, 2017.04.15, Aftermath &  Interscope (Top Dawg Entertainment), Universal Music, POP / 랩/힙합, 02:57
Rollin (Feat. Future & Khalid), Calvin Harris, , , , 4201811, 6719, 2017.06.30, Sony Music Entertainment UK Limited, Sony Music, POP / 팝, 04:33
Blow Your Mind (Mwah), Dua Lipa, , , , 6544960, 10383, 2017.06.02, Warner Records, 워너뮤직, POP / 팝, 02:59
Despacito, Daddy Yankee & Luis Fonsi, , , , 13545247, 14144, 2017.02.17, Universal Music Latino, Universal Music, POP / 월드뮤직, 03:48
Bloodstream, The Chainsmokers, , , , 2750978, 3901, 2017.04.07, Disruptor Records &  Columbia Records, Sony Music, POP / 팝, 03:44
Young, The Chainsmokers, , , , 3340381, 4525, 2017.04.07, Disruptor Records &  Columbia Records, Sony Music, POP / 팝, 03:45
Good Life, G-Eazy & Kehlani, , , , 2392788, 4054, 2017.04.14, Artist Partners, 워너뮤직, POP / 랩/힙합, 03:46
Happier, Ed Sheeran, , , , 3198549, 4799, 2017.03.03, Atlantic Records UK, 워너뮤직, POP / 팝, 03:28
Versace On The Floor (Bruno Mars & David Guetta), Bruno Mars & David Guetta, , , , 6101929, 8442, 2017.06.27, Atlantic Records, 워너뮤직, POP / 팝, 03:48
Swalla (Feat. Nicki Minaj & Ty Dolla $ign), Jason Derulo, , , , 5503489, 8746, 2017.02.25, Beluga Heights &  Warner Bros., 워너뮤직, POP / 팝, 03:36
The One, The Chainsmokers, , , , 1682304, 2069, 2017.04.07, Disruptor Records &  Columbia Records, Sony Music, POP / 팝, 02:58
Bad and Boujee (Feat. Lil Uzi Vert), Migos, , , , 3506505, 4943, 2017.01.27, Quality Control Music, Universal Music, POP / 랩/힙합, 05:43
Beauty and the Beast, Emma Thompson, , , , 1348960, 1947, 2017.03.10, Walt Disney Records, Universal Music, OST / 전체, 03:20
Tired, Alan Walker & Gavin James, , , , 4595112, 5757, 2017.05.19, MER Sweden AB, Sony Music, POP / 일렉트로니카, 03:12
Issues, Julia Michaels, , , , 2617787, 5587, 2017.01.13, Republic Records &  a division of UMG Recordings &  Inc., Universal Music, POP / 팝, 02:56
Sign Of The Times, Harry Styles, , , , 4129800, 11451, 2017.05.12, Erskine Records Limited &  Under Exclusive License To Columbia Records, Sony Music, POP / 팝, 05:41
Heatstroke (Feat. Young Thug & Pharrell Williams & Ariana Grande), Calvin Harris, , , , 2007210, 4122, 2017.06.30, Sony Music Entertainment UK Limited, Sony Music, POP / 팝, 03:49
Without You (Feat. Sandro Cavazza), Avicii, , , , 4957092, 6235, 2017.08.11, Avicii Music AB &  under exclusive license to Universal Music AB, Universal Music, POP / 일렉트로니카, 03:02
Dive, Ed Sheeran, , , , 4023529, 6845, 2017.03.03, Atlantic Records UK, 워너뮤직, POP / 팝, 03:59
Me Too, Meghan Trainor, , , , 7843952, 13129, 2017.05.12, Epic, Sony Music, POP / 팝, 03:01
How Does A Moment Last Forever, Celine Dion, , , , 1890414, 3073, 2017.03.10, Walt Disney Records, Universal Music, OST / 전체, 03:38
What Do I Know?, Ed Sheeran, , , , 2236594, 4910, 2017.03.03, Atlantic Records UK, 워너뮤직, POP / 팝, 03:57
Wake Up Alone (Feat. Jhene Aiko), The Chainsmokers, , , , 1358098, 1996, 2017.04.07, Disruptor Records &  Columbia Records, Sony Music, POP / 팝, 03:36
Shape Of You (Acoustic), Ed Sheeran, , , , 1693517, 2607, 2017.02.10, Atlantic Records UK, 워너뮤직, POP / 팝, 03:44
Belle, Emma Watson & Ensemble - Beauty And The Beast & Luke Evans, , , , 887108, 1492, 2017.03.10, Walt Disney Records, Universal Music, OST / 전체, 05:33
How Would You Feel (Paean), Ed Sheeran, , , , 1436798, 2698, 2017.03.03, Atlantic Records UK, 워너뮤직, POP / 팝, 04:41
New Man, Ed Sheeran, , , , 1131738, 1621, 2017.03.03, Atlantic Records UK, 워너뮤직, POP / 팝, 03:09
Complicated (Feat. Kiiara), Dimitri Vegas & Like Mike & David Guetta & Daddy Yankee, , , , 3186714, 5613, 2017.07.28, Smash The House &  Under Exclusive License To Epic Amsterdam &  Netherlands B.V, Sony Music, POP / 일렉트로니카, 03:04
Scared to Be Lonely, Martin Garrix & Dua Lipa, , , , 5098846, 8705, 2017.01.27, STMPD RCRDS B.V. Exclusively Licensed To Epic Amsterdam &  A Divison Of Sony Music Entertainment Netherlands B.V, Sony Music, POP / 일렉트로니카, 03:41
Hypnotised, Coldplay, , , , 709900, 1466, 2017.03.02, Parlophone UK, 워너뮤직, POP / 락, 05:55
Lonely Together (Feat. Rita Ora), Avicii, , , , 8610374, 11498, 2017.08.11, Avicii Music AB &  under exclusive license to Universal Music AB, Universal Music, POP / 일렉트로니카, 03:02
Thinking 'Bout You, Dua Lipa, , , , 1987167, 4151, 2017.06.02, Warner Records, 워너뮤직, POP / 팝, 02:52
DNA., Kendrick Lamar, , , , 2432039, 3713, 2017.04.15, Aftermath &  Interscope (Top Dawg Entertainment), Universal Music, POP / 랩/힙합, 03:06
Supermarket Flowers, Ed Sheeran, , , , 6135572, 11465, 2017.03.03, Atlantic Records UK, 워너뮤직, POP / 팝, 03:41
Chained To The Rhythm (Feat. Skip Marley), Katy Perry, , , , 1116065, 2216, 2017.04.28, Capitol Records, Universal Music, POP / 팝, 03:58
It Ain't Me, Kygo & Selena Gomez, , , , 4909864, 7745, 2017.02.18, Kygo, Sony Music, POP / 일렉트로니카, 03:41
Rolex, Ayo & Teo, , , , 4601146, 5480, 2017.05.08, Columbia, Sony Music, POP / 랩/힙합, 03:59
All I Can Think About Is You, Coldplay, , , , 717085, 1366, 2017.07.14, Parlophone UK, 워너뮤직, POP / 락, 04:35
Bad Liar, Selena Gomez, , , , 2462750, 6387, 2017.05.19, Interscope Records, Universal Music, POP / 팝, 03:35
Passionfruit, Drake, , , , 1761039, 4456, 2017.03.20, Young Money Entertainment &  Cash Money Records, Universal Music, POP / 랩/힙합, 04:59
...Ready For It?, Taylor Swift, , , , 971116, 1724, 2017.09.04, Big Machine Label Group &  LLC, Universal Music, POP / 팝, 03:28
Just Dance, HONNE, , , , 1229018, 2506, 2017.11.10, Atlantic Records UK, 워너뮤직, POP / 팝, 03:32
Whiskey (Feat. A$AP Rocky), Maroon 5, , , , 991595, 1311, 2017.10.20, 222 Records &  interscope Records, Universal Music, POP / 락, 03:30
Don't Say (Feat. Emily Warren), The Chainsmokers, , , , 788068, 1141, 2017.04.07, Disruptor Records &  Columbia Records, Sony Music, POP / 팝, 03:49
Fade Away (Feat. Inna), Sam Feldt & Lush & Simon, , , , 1379388, 2310, 2017.06.09, Spinnin' Records, 워너뮤직, POP / 일렉트로니카, 02:51
Friends, Justin Bieber & BloodPop, , , , 1104570, 1830, 2017.08.19, Republic Records &  a division of UMG Recordings Inc. (GENPOP &  RBMG &  Schoolboy &  Def Jam &  Republic), Universal Music, POP / 팝, 03:10
You're Welcome, Dwayne Johnson, , , , 2060585, 2964, 2016.11.18, Walt Disney Records, Universal Music, OST / 전체, 02:44
Honest, The Chainsmokers, , , , 833762, 1328, 2017.04.07, Disruptor Records &  Columbia Records, Sony Music, POP / 팝, 03:28
Fallin', Sam Ock, , , , 1018059, 3165, 2017.02.01, 헬로준넷, NHN벅스, POP / R&B/소울, 03:49
Wild Thoughts (Feat. Rihanna & Bryson Tiller), DJ Khaled, , , , 1671999, 3191, 2017.06.23, Epic &  We The Best, Sony Music, POP / 랩/힙합, 03:25
Matches, Cash Cash & Rozes, , , , 2901168, 5073, 2017.03.04, Big Beat Records, 워너뮤직, POP / 팝, 03:08
Coming Over, EXO, Andreas Öberg & Sean Alexander & Darren Smith & Drew Ryan Scott, Amon Hayashi & Inc.Group, , 777533, 6738, 2017.01.04, SM ENTERTAINMENT, Dreamus, J-POP / 팝, 03:21
Beauty And The Beast (영화 '미녀와 야수' 삽입곡 (Beauty And The Beast OST)), Ariana Grande & John Legend, , , , 856345, 1492, 2017.02.03, Walt Disney Records, Universal Music, OST / 해외영화, 03:48
2 U (Feat. Anthony Pavel), Pink Slip, , , , 1228193, 3681, 2017.03.10, Big Beat Records, 워너뮤직, POP / 팝, 03:30
My Type (Feat. Emily Warren), The Chainsmokers, , , , 735690, 1003, 2017.04.07, Disruptor Records &  Columbia Records, Sony Music, POP / 팝, 03:37
Strip That Down (Feat. Quavo), Liam Payne, , , , 1885047, 4476, 2017.05.19, Capitol Records, Universal Music, POP / 팝, 03:25
Too Good At Goodbyes, Sam Smith, , , , 2230062, 3634, 2017.11.03, pitol Records UK release; 2017 Universal Music Operations Limited, Universal Music, POP / 팝, 03:21
What You Want (Feat. Nicole Gartz), Tim Gartz & Cammora, , , , 791007, 1599, 2017.03.03, Warner Bros., 워너뮤직, POP / 일렉트로니카, 02:38
Location, Khalid, , , , 2020816, 4308, 2017.03.03, Right Hand Music Group &  LLC &  RCA Records, Sony Music, POP / R&B/소울, 03:39
Still Feel Like Your Man, John Mayer, , , , 1034333, 2481, 2017.04.14, Columbia, Sony Music, POP / 락, 03:55
Hurt You First, Niia, , , , 1470320, 4101, 2017.05.05, Atlantic Records, 워너뮤직, POP / 팝, 03:36
Eraser, Ed Sheeran, , , , 794664, 968, 2017.03.03, Atlantic Records UK, 워너뮤직, POP / 팝, 03:48
Know No Better (Feat. Travis Scott & Camila Cabello & Quavo), Major Lazer, , , , 1007630, 1859, 2017.06.01, Third Pardee Records LLC, 워너뮤직, POP / 일렉트로니카, 03:46
All My Love (Feat. Conor Maynard), Cash Cash, , , , 1412675, 2435, 2017.07.07, Big Beat Records, 워너뮤직, POP / 일렉트로니카, 03:11
